,CUSTOMER_NUMBER,CUSTOMER_LOCATION,CUSTOMER_DEPARTMENT,CUSTOMER_PROVINCE
890,1360,1,62,ARIZONA
891,2059,33,62,CALIFORNIA
892,985,1,62,ARIZONA
893,16286,1,0,ARIZONA
894,985,20,62,ARIZONA
895,10249,1,0,CALIFORNIA
896,110,1,60,TEXAS
897,387,4,62,ARIZONA
898,1869,1,62,CALIFORNIA
899,387,26,62,ARIZONA
900,1819,1,60,TEXAS
901,2144,72,62,CALIFORNIA
902,1360,1,62,ARIZONA
903,16473,1,0,FLORIDA
904,2061,7,62,TEXAS
905,1974,10,9,CALIFORNIA
906,2194,1,0,ARIZONA
907,819,1,0,ARIZONA
908,655,41,60,TEXAS
909,2142,4,62,ARIZONA
910,15755,1,0,ARIZONA
911,2914,47,62,CALIFORNIA
912,3909,1,62,MICHIGAN
913,387,21,62,ARIZONA
914,2791,1,0,ARIZONA
915,2230,1,62,TEXAS
916,16,1,62,TEXAS
917,15165,1,0,CALIFORNIA
918,387,13,62,ARIZONA
919,4959,1,62,CALIFORNIA
920,387,9,62,ARIZONA
921,2144,33,62,CALIFORNIA
922,168,4,62,ARIZONA
923,2149,6,62,TEXAS
924,10315,1,0,TEXAS
925,387,7,62,ARIZONA
926,10542,1,0,TEXAS
927,2061,7,62,TEXAS
928,387,17,62,ARIZONA
929,2438,15,62,TEXAS
930,387,14,62,ARIZONA
931,387,19,62,ARIZONA
932,387,22,62,ARIZONA
933,1307,2,60,TEXAS
934,387,8,62,ARIZONA
935,16337,1,0,ARIZONA
936,1709,24,70,TEXAS
937,1375,6,70,ARIZONA
938,2438,15,62,TEXAS
939,1307,2,61,TEXAS
940,387,3,61,ARIZONA
941,387,2,61,ARIZONA
942,1775,1,61,CALIFORNIA
943,930,1,9,CALIFORNIA
944,1709,1,61,TEXAS
945,883,1,61,TEXAS
946,2061,1,61,TEXAS
947,4959,1,61,CALIFORNIA
948,2073,45,61,TEXAS
949,208,1,61,TEXAS
950,15190,1,0,ARIZONA
951,1934,1,61,ARIZONA
952,2144,71,61,CALIFORNIA
953,2020,4,61,TEXAS
954,2144,48,61,CALIFORNIA
955,2950,2,61,TEXAS
956,2674,21,61,CALIFORNIA
957,2754,2,61,CALIFORNIA
958,185,42,61,CALIFORNIA
959,10952,1,0,MICHIGAN
960,387,23,62,ARIZONA
961,1709,1,62,TEXAS
962,2620,20,62,ARIZONA
963,437,1,60,CALIFORNIA
964,2312,12,62,ARIZONA
965,1693,1,60,TEXAS
966,1954,31,66,MICHIGAN
967,1775,41,64,CALIFORNIA
968,2438,12,66,TEXAS
969,1693,1,66,TEXAS
970,2620,18,66,ARIZONA
971,4959,4,66,CALIFORNIA
972,168,1,61,ARIZONA
973,2732,1,0,FLORIDA
974,804,6,61,TEXAS
975,387,6,61,ARIZONA
976,387,8,61,ARIZONA
977,387,7,61,ARIZONA
978,1629,1,0,FLORIDA
979,10760,1,0,ARIZONA
980,452,1,62,TEXAS
981,1775,1,60,CALIFORNIA
982,2014,12,60,TEXAS
983,2620,1,62,ARIZONA
984,2144,71,62,CALIFORNIA
985,804,4,62,TEXAS
986,1693,1,60,TEXAS
987,15190,1,0,ARIZONA
988,2144,72,62,CALIFORNIA
989,1994,1,0,ARIZONA
990,1954,31,62,MICHIGAN
991,643,1,62,CALIFORNIA
992,7331,381,19,GEORGIA
993,1691,1,62,ARIZONA
994,2300,2,70,CALIFORNIA
995,509,1,0,TEXAS
996,16188,1,0,ARIZONA
997,5622,4,0,TEXAS
998,10688,1,0,TEXAS
999,347,1,0,CALIFORNIA
1000,5737,1,0,TEXAS
1001,1164,1,0,ARIZONA
1002,15549,1,0,ARIZONA
1003,2645,10,62,ARIZONA
1004,208,14,62,TEXAS
1005,387,10,62,ARIZONA
1006,2305,1,62,CALIFORNIA
1007,387,17,62,ARIZONA
1008,1775,7,62,CALIFORNIA
1009,1307,2,66,TEXAS
1010,2142,6,62,ARIZONA
1011,1297,2,62,CALIFORNIA
1012,386,1,0,TEXAS
1013,5625,1,0,TEXAS
1014,891,1,0,ARIZONA
1015,3592,1,0,ARIZONA
1016,4092,1,0,ARIZONA
1017,1164,1,0,  
1018,1152,1,0,CALIFORNIA
1019,91,1,0,CALIFORNIA
1020,208,14,62,TEXAS
1021,387,13,62,ARIZONA
1022,2620,18,62,ARIZONA
1023,387,13,62,ARIZONA
1024,1954,27,62,MICHIGAN
1025,2438,11,62,TEXAS
1026,387,9,62,ARIZONA
1027,1307,2,60,TEXAS
1028,12001,1,0,ARIZONA
1029,1709,41,62,TEXAS
1030,389,1,60,ARIZONA
1031,2014,12,60,TEXAS
1032,11053,1,0,ARIZONA
1033,1691,1,62,ARIZONA
1034,985,1,62,ARIZONA
1035,2020,92,60,TEXAS
1036,1811,1,62,TEXAS
1037,1954,1,62,MICHIGAN
1038,1954,5,67,MICHIGAN
1039,2438,11,62,TEXAS
1040,1891,2,30,TEXAS
1041,16473,1,0,FLORIDA
1042,1775,23,9,CALIFORNIA
1043,804,1,60,TEXAS
1044,10200,1,0,TEXAS
1045,322,7,62,TEXAS
1046,7331,621,9,GEORGIA
1047,1895,1,62,CALIFORNIA
1048,271,22,62,CALIFORNIA
1049,15068,1,0,ARIZONA
1050,1693,11,60,TEXAS
1051,766,1,0,ARIZONA
1052,1974,1,9,CALIFORNIA
1053,2149,6,62,TEXAS
1054,2438,33,32,TEXAS
1055,655,1,60,TEXAS
1056,322,5,62,TEXAS
1057,646,2,62,MICHIGAN
1058,2674,21,60,CALIFORNIA
1059,7331,521,19,GEORGIA
1060,2786,14,62,MICHIGAN
1061,2486,1,62,TEXAS
1062,2486,39,67,TEXAS
1063,2238,1,0,TEXAS
1064,322,7,62,TEXAS
1065,2438,12,62,TEXAS
1066,2312,3,62,ARIZONA
1067,2754,2,62,CALIFORNIA
1068,110,1,30,TEXAS
1069,1496,9,30,ARIZONA
1070,3906,26,62,MICHIGAN
1071,2438,15,62,TEXAS
1072,3910,1,60,MICHIGAN
1073,1161,1,9,TEXAS
1074,655,41,60,TEXAS
1075,1954,27,62,MICHIGAN
1076,2486,1,32,TEXAS
1077,2438,33,62,TEXAS
1078,2438,5,62,TEXAS
1079,2214,7,62,ARIZONA
1080,16087,1,0,ARIZONA
1081,64,1,62,CALIFORNIA
1082,804,79,67,TEXAS
1083,2759,1,9,CALIFORNIA
1084,2312,1,60,ARIZONA
1085,2312,15,60,ARIZONA
1086,2872,6,62,TEXAS
1087,1693,1,60,TEXAS
1088,2486,4,62,TEXAS
1089,387,2,62,ARIZONA
1090,387,7,62,ARIZONA
1091,387,22,62,ARIZONA
1092,1691,9,67,ARIZONA
1093,387,10,30,ARIZONA
1094,1693,1,60,TEXAS
1095,2620,20,32,ARIZONA
1096,2645,10,32,ARIZONA
1097,2142,6,62,ARIZONA
1098,387,13,62,ARIZONA
1099,387,4,62,ARIZONA
1100,2872,1,30,TEXAS
1101,2059,6,62,CALIFORNIA
1102,2438,15,62,TEXAS
1103,7331,301,9,GEORGIA
1104,1775,11,67,CALIFORNIA
1105,7331,491,9,GEORGIA
1106,1046,1,9,CALIFORNIA
1107,2144,31,62,CALIFORNIA
1108,2144,64,85,CALIFORNIA
1109,2144,33,62,CALIFORNIA
1110,1046,1,9,CALIFORNIA
1111,1895,1,62,CALIFORNIA
1112,2438,12,62,TEXAS
1113,387,11,62,ARIZONA
1114,387,11,62,ARIZONA
1115,1895,1,62,CALIFORNIA
1116,1775,7,62,CALIFORNIA
1117,2438,33,62,TEXAS
1118,16473,1,0,FLORIDA
1119,6280,1,0,TEXAS
1120,2806,1,62,CALIFORNIA
1121,2438,15,62,TEXAS
1122,7331,471,9,GEORGIA
1123,2305,1,62,CALIFORNIA
1124,2754,2,62,CALIFORNIA
1125,387,17,62,ARIZONA
1126,64,1,62,CALIFORNIA
1127,2645,10,62,ARIZONA
1128,2674,21,60,CALIFORNIA
1129,2144,48,62,CALIFORNIA
1130,2620,2,70,ARIZONA
1131,1954,1,70,MICHIGAN
1132,2305,1,70,CALIFORNIA
1133,168,4,70,ARIZONA
1134,2749,4,20,TEXAS
1135,75151,1,0,TEXAS
1136,1691,12,30,ARIZONA
1137,15093,1,0,CALIFORNIA
1138,2144,72,62,CALIFORNIA
1139,1891,2,30,TEXAS
1140,6865,11,0,ARIZONA
1141,4959,1,64,CALIFORNIA
1142,168,4,64,ARIZONA
1143,1775,7,64,CALIFORNIA
1144,1307,4,68,TEXAS
1145,10542,1,0,TEXAS
1146,387,22,62,ARIZONA
1147,2312,3,62,ARIZONA
1148,1869,5,60,CALIFORNIA
1149,387,11,62,ARIZONA
1150,16326,1,0,ARIZONA
1151,2914,1,62,CALIFORNIA
1152,646,2,62,MICHIGAN
1153,387,16,62,ARIZONA
1154,2144,33,62,CALIFORNIA
1155,2438,33,62,TEXAS
1156,643,1,62,CALIFORNIA
1157,2205,1,0,TEXAS
1158,858,1,0,CALIFORNIA
1159,1895,1,62,CALIFORNIA
1160,1775,7,62,CALIFORNIA
1161,2438,15,62,TEXAS
1162,437,6,60,CALIFORNIA
1163,10768,1,0,ARIZONA
1164,2620,20,62,ARIZONA
1165,2142,15,62,ARIZONA
1166,2230,5,62,TEXAS
1167,1691,11,62,ARIZONA
1168,10672,1,0,CALIFORNIA
1169,2073,25,62,TEXAS
1170,646,2,62,MICHIGAN
1171,2230,5,62,TEXAS
1172,387,22,62,ARIZONA
1173,2620,21,62,ARIZONA
1174,2438,6,62,TEXAS
1175,322,7,62,TEXAS
1176,16474,1,0,TEXAS
1177,2194,1,0,ARIZONA
1178,15190,1,0,ARIZONA
1179,1360,1,62,ARIZONA
1180,387,6,62,ARIZONA
1181,2142,4,62,ARIZONA
1182,947,1,9,CALIFORNIA
1183,16143,1,0,ARIZONA
1184,2015,2,8,TEXAS
1185,2438,12,62,TEXAS
1186,1775,7,62,CALIFORNIA
1187,5564,1,0,  
1188,4187,1,0,TEXAS
1189,10620,1,0,ARIZONA
1190,16081,1,0,  
1191,4102,1,0,ARIZONA
1192,10619,1,0,ARIZONA
1193,10776,1,0,ARIZONA
1194,16188,1,0,ARIZONA
1195,15316,1,0,  
1196,15621,1,0,ARIZONA
1197,15749,1,0,TEXAS
1198,4512,1,0,ARIZONA
1199,341,1,0,NEW JERSEY
1200,11012,1,0,ARIZONA
1201,4091,1,0,ARIZONA
1202,567,1,0,  
1203,84,1,0,MICHIGAN
1204,151,1,0,CALIFORNIA
1205,10878,1,0,TEXAS
1206,4098,1,0,ARIZONA
1207,2813,1,64,TEXAS
1208,2312,15,64,ARIZONA
1209,2312,1,64,ARIZONA
1210,1811,1,64,TEXAS
1211,2214,7,64,ARIZONA
1212,655,4,70,TEXAS
1213,387,1,62,ARIZONA
1214,387,21,62,ARIZONA
1215,2789,1,60,ARIZONA
1216,2182,8,62,TEXAS
1217,387,2,62,ARIZONA
1218,387,9,62,ARIZONA
1219,110,13,60,TEXAS
1220,6867,1,0,TEXAS
1221,387,24,62,ARIZONA
1222,1452,4,9,TEXAS
1223,1891,2,62,TEXAS
1224,1307,2,60,TEXAS
1225,10249,1,0,CALIFORNIA
1226,2620,21,62,ARIZONA
1227,2142,15,62,ARIZONA
1228,2061,1,62,TEXAS
1229,271,1,60,CALIFORNIA
1230,110,1,60,TEXAS
1231,15222,1,0,ARIZONA
1232,2813,1,60,TEXAS
1233,1972,1,60,TEXAS
1234,2312,12,62,ARIZONA
1235,655,41,60,TEXAS
1236,1360,1,62,ARIZONA
1237,16087,1,0,ARIZONA
1238,341,1,0,NEW JERSEY
1239,655,10,62,TEXAS
1240,2806,1,62,CALIFORNIA
1241,387,2,62,ARIZONA
1242,2806,1,62,CALIFORNIA
1243,10377,1,0,ARIZONA
1244,387,3,30,ARIZONA
1245,1775,7,62,CALIFORNIA
1246,12001,1,0,ARIZONA
1247,2002,1,32,FLORIDA
1248,1693,1,64,TEXAS
1249,2059,6,64,CALIFORNIA
1250,2620,18,64,ARIZONA
1251,2666,1,64,CALIFORNIA
1252,208,14,64,TEXAS
1253,2666,4,20,CALIFORNIA
1254,15222,1,0,ARIZONA
1255,7331,711,0,FLORIDA
1256,2972,21,62,TEXAS
1257,110,1,60,TEXAS
1258,10377,1,0,ARIZONA
1259,1297,2,65,CALIFORNIA
1260,872,1,0,ARIZONA
1261,2002,1,64,FLORIDA
1262,655,4,20,TEXAS
1264,2059,6,62,CALIFORNIA
1265,2950,2,9,TEXAS
1266,387,13,62,ARIZONA
1267,652,1,62,MICHIGAN
1269,1691,11,62,ARIZONA
1270,2791,1,0,ARIZONA
1271,1984,2,0,ARIZONA
1272,804,6,62,TEXAS
1273,387,14,62,ARIZONA
1274,1691,11,62,ARIZONA
1275,1145,5,62,TEXAS
1276,2806,17,62,CALIFORNIA
1277,387,22,62,ARIZONA
1279,389,1,60,ARIZONA
1280,2142,4,62,ARIZONA
1281,2486,7,62,TEXAS
1282,156,1,9,TEXAS
1283,387,8,62,ARIZONA
1284,2059,6,62,CALIFORNIA
1285,1473,1,0,FLORIDA
1286,16143,1,0,ARIZONA
1287,387,26,62,ARIZONA
1288,387,26,62,ARIZONA
1289,2194,1,0,ARIZONA
1290,6865,11,0,ARIZONA
1291,3912,1,60,MICHIGAN
1292,387,20,62,ARIZONA
1293,3911,2,60,MICHIGAN
1294,2486,1,62,TEXAS
1295,1775,7,62,CALIFORNIA
1296,7331,3,60,FLORIDA
1297,2438,12,62,TEXAS
1298,1496,9,62,ARIZONA
1299,2620,21,62,ARIZONA
1300,10249,1,0,CALIFORNIA
1301,771,1,62,CALIFORNIA
1302,2142,6,62,ARIZONA
1303,2144,33,62,CALIFORNIA
1304,10986,1,0,TEXAS
1305,462,1,0,OHIO
1306,3909,1,62,MICHIGAN
1307,2073,45,9,TEXAS
1308,1307,2,60,TEXAS
1309,2144,48,62,CALIFORNIA
1310,2061,1,62,TEXAS
1311,1974,5,9,CALIFORNIA
1312,387,24,62,ARIZONA
1313,2230,1,62,TEXAS
1314,1709,41,62,TEXAS
1315,387,20,62,ARIZONA
1316,3911,2,60,MICHIGAN
1317,2073,21,9,TEXAS
1318,1711,1,0,NEW JERSEY
1319,387,1,62,ARIZONA
1320,2142,70,62,ARIZONA
1321,655,41,60,TEXAS
1322,389,1,60,ARIZONA
1323,389,1,60,ARIZONA
1324,387,13,62,ARIZONA
1325,1775,41,60,CALIFORNIA
1326,2144,74,62,CALIFORNIA
1327,1691,12,62,ARIZONA
1328,2144,31,62,CALIFORNIA
1329,10613,1,0,ARIZONA
1330,1869,5,60,CALIFORNIA
1331,2438,5,62,TEXAS
1332,2144,71,62,CALIFORNIA
1333,1974,1,9,CALIFORNIA
1334,2438,6,62,TEXAS
1335,2142,4,62,ARIZONA
1336,2438,11,62,TEXAS
1337,2620,21,62,ARIZONA
1338,437,1,60,CALIFORNIA
1339,2144,33,62,CALIFORNIA
1340,2486,4,62,TEXAS
1341,2013,1,62,ARIZONA
1342,1307,2,60,TEXAS
1343,387,1,62,ARIZONA
1344,387,2,62,ARIZONA
1345,2438,11,62,TEXAS
1346,1693,1,60,TEXAS
1347,387,4,62,ARIZONA
1348,16279,1,0,MICHIGAN
1349,10952,1,0,MICHIGAN
1350,2073,4,62,TEXAS
1351,2061,7,62,TEXAS
1352,15755,1,0,ARIZONA
1353,2806,17,62,CALIFORNIA
1354,2238,1,0,TEXAS
1355,10613,1,0,ARIZONA
1356,2786,14,62,MICHIGAN
1357,168,1,62,ARIZONA
1358,1709,1,62,TEXAS
1359,1934,1,62,ARIZONA
1360,387,21,62,ARIZONA
1361,1811,1,62,TEXAS
1362,2786,14,62,MICHIGAN
1363,2013,1,62,ARIZONA
1364,2312,15,60,ARIZONA
1365,804,4,62,TEXAS
1366,2972,21,62,TEXAS
1367,2438,11,62,TEXAS
1368,1972,1,60,TEXAS
1369,2312,1,60,ARIZONA
1370,389,3,62,ARIZONA
1371,387,11,62,ARIZONA
1372,2073,45,9,TEXAS
1373,2438,52,62,TEXAS
1374,2142,5,62,ARIZONA
1375,1693,1,60,TEXAS
1376,2312,13,9,ARIZONA
1377,1496,9,62,ARIZONA
1378,2144,33,62,CALIFORNIA
1379,462,1,0,OHIO
1380,2020,67,60,TEXAS
1381,2438,11,62,TEXAS
1382,1360,1,62,ARIZONA
1383,387,23,62,ARIZONA
1384,10654,1,0,MICHIGAN
1385,2486,1,62,TEXAS
1386,387,26,62,ARIZONA
1387,2013,1,62,ARIZONA
1388,387,10,62,ARIZONA
1389,2194,1,0,ARIZONA
1390,10654,1,0,MICHIGAN
1391,10613,1,0,ARIZONA
1392,858,1,0,CALIFORNIA
1393,2230,1,62,TEXAS
1394,2144,31,62,CALIFORNIA
1395,16473,1,0,FLORIDA
1396,7331,501,19,GEORGIA
1397,2438,6,62,TEXAS
1398,2182,2,60,TEXAS
1399,387,20,62,ARIZONA
1400,2073,4,62,TEXAS
1401,655,41,60,TEXAS
1402,1819,6,62,TEXAS
1403,2002,1,60,FLORIDA
1404,1979,2,62,ARIZONA
1405,1869,1,62,CALIFORNIA
1406,12001,1,0,ARIZONA
1407,322,1,62,TEXAS
1408,2059,33,62,CALIFORNIA
1409,208,1,62,TEXAS
1410,2142,4,62,ARIZONA
1411,1811,1,62,TEXAS
1412,646,2,62,MICHIGAN
1413,7331,641,9,GEORGIA
1414,2620,22,62,ARIZONA
1415,1934,4,62,ARIZONA
1416,1145,3,62,TEXAS
1417,2142,7,60,ARIZONA
1419,387,19,62,ARIZONA
1420,1775,41,60,CALIFORNIA
1421,2486,1,62,TEXAS
1422,2312,1,62,ARIZONA
1423,2754,2,62,CALIFORNIA
1424,2674,21,60,CALIFORNIA
1425,387,1,62,ARIZONA
1426,2312,15,60,ARIZONA
1427,2438,6,62,TEXAS
1428,2196,1,9,CALIFORNIA
1429,387,6,62,ARIZONA
1430,2020,4,62,TEXAS
1431,2142,5,62,ARIZONA
1432,1709,1,62,TEXAS
1433,1691,12,62,ARIZONA
1434,387,1,62,ARIZONA
1435,2438,52,62,TEXAS
1436,2144,31,62,CALIFORNIA
1437,2791,1,0,ARIZONA
1438,2914,47,62,CALIFORNIA
1439,2142,70,62,ARIZONA
1440,15093,1,0,CALIFORNIA
1441,2214,3,62,ARIZONA
1442,387,13,62,ARIZONA
1443,2486,62,62,TEXAS
1444,1895,1,62,CALIFORNIA
1445,2972,3,62,TEXAS
1446,1145,3,62,TEXAS
1447,2312,1,60,ARIZONA
1448,2142,70,62,ARIZONA
1449,2645,10,62,ARIZONA
1450,1307,2,60,TEXAS
1451,2602,1,0,ARIZONA
1452,1496,9,62,ARIZONA
1453,1412,10,9,TEXAS
1454,2791,1,0,ARIZONA
1455,2438,15,62,TEXAS
1456,1811,1,62,TEXAS
1457,15935,1,0,CALIFORNIA
1458,387,20,62,ARIZONA
1459,2312,15,60,ARIZONA
1460,2312,12,62,ARIZONA
1461,185,42,9,CALIFORNIA
1462,2059,19,62,CALIFORNIA
1463,2142,15,62,ARIZONA
1464,168,4,62,ARIZONA
1465,985,20,62,ARIZONA
1466,2438,33,62,TEXAS
1467,2020,67,60,TEXAS
1468,387,23,62,ARIZONA
1469,2073,45,9,TEXAS
1470,16473,1,0,FLORIDA
1471,2312,1,60,ARIZONA
1472,10672,1,0,CALIFORNIA
1473,1691,1,62,ARIZONA
1474,2142,70,62,ARIZONA
1475,2061,7,62,TEXAS
1476,322,5,62,TEXAS
1477,10654,1,0,MICHIGAN
1478,1819,1,60,TEXAS
1479,2645,10,62,ARIZONA
1480,2073,4,62,TEXAS
1481,110,7,60,TEXAS
1482,858,1,0,CALIFORNIA
1483,1891,2,62,TEXAS
1484,2438,6,62,TEXAS
1485,1175,1,9,ARIZONA
1486,1819,1,60,TEXAS
1487,985,20,62,ARIZONA
1488,387,1,62,ARIZONA
1489,1934,4,62,ARIZONA
1490,10672,1,0,CALIFORNIA
1491,387,9,62,ARIZONA
1492,985,1,62,ARIZONA
1493,387,17,62,ARIZONA
1494,2438,33,62,TEXAS
1495,3912,1,60,MICHIGAN
1496,804,1,60,TEXAS
1497,2620,20,62,ARIZONA
1498,1954,27,62,MICHIGAN
1499,1972,1,60,TEXAS
1500,1974,10,9,CALIFORNIA
1501,2759,1,9,CALIFORNIA
1502,1807,2,9,CALIFORNIA
1503,2438,52,62,TEXAS
1504,1895,1,62,CALIFORNIA
1505,10612,1,0,ARIZONA
1506,2144,31,62,CALIFORNIA
1507,110,1,60,TEXAS
1508,2486,1,62,TEXAS
1509,2759,1,9,CALIFORNIA
1510,2438,15,62,TEXAS
1511,1691,1,62,ARIZONA
1512,1775,7,62,CALIFORNIA
1513,2674,21,60,CALIFORNIA
1514,2020,4,60,TEXAS
1515,1412,1,9,TEXAS
1516,2701,11,9,ARIZONA
1517,2438,52,65,TEXAS
1518,387,9,62,ARIZONA
1519,2972,21,62,TEXAS
1520,2438,15,62,TEXAS
1521,2214,7,62,ARIZONA
1522,208,14,62,TEXAS
1523,2144,48,65,CALIFORNIA
1524,2674,21,60,CALIFORNIA
1525,387,3,62,ARIZONA
1526,10672,1,0,CALIFORNIA
1527,168,1,62,ARIZONA
1528,2020,67,60,TEXAS
1529,985,17,62,ARIZONA
1530,1869,1,62,CALIFORNIA
1531,1428,1,62,CALIFORNIA
1532,2438,15,62,TEXAS
1533,2002,1,60,FLORIDA
1534,2014,12,60,TEXAS
1535,1775,1,60,CALIFORNIA
1536,2312,13,9,ARIZONA
1537,2144,71,62,CALIFORNIA
1539,1307,2,60,TEXAS
1540,15300,1,0,NEW JERSEY
1541,2438,52,62,TEXAS
1542,2073,11,9,TEXAS
1543,2701,11,9,ARIZONA
1544,2914,1,62,CALIFORNIA
1545,1709,1,62,TEXAS
1546,1709,1,62,TEXAS
1547,1360,1,62,ARIZONA
1548,7331,891,26,GEORGIA
1549,2020,4,60,TEXAS
1550,2674,21,60,CALIFORNIA
1551,2142,6,62,ARIZONA
1552,2014,12,60,TEXAS
1553,652,5,60,MICHIGAN
1554,387,10,62,ARIZONA
1555,2806,1,62,CALIFORNIA
1556,1954,1,62,MICHIGAN
1557,2144,5,85,CALIFORNIA
1558,2238,1,0,TEXAS
1559,7167,1,0,NEW JERSEY
1560,1775,7,62,CALIFORNIA
1561,985,14,62,ARIZONA
1562,1811,1,62,TEXAS
1563,2144,48,62,CALIFORNIA
1564,185,42,9,CALIFORNIA
1565,2144,48,62,CALIFORNIA
1566,1307,2,60,TEXAS
1567,2194,1,0,ARIZONA
1568,2144,48,62,CALIFORNIA
1569,2438,33,62,TEXAS
1570,387,25,62,ARIZONA
1571,2002,1,60,FLORIDA
1572,2142,15,62,ARIZONA
1573,2020,67,60,TEXAS
1574,2486,4,62,TEXAS
1575,652,1,60,MICHIGAN
1576,2073,86,62,TEXAS
1577,2059,6,62,CALIFORNIA
1578,804,1,60,TEXAS
1579,1807,3,60,CALIFORNIA
1580,387,1,62,ARIZONA
1581,168,1,62,ARIZONA
1582,804,6,62,TEXAS
1583,2061,14,62,TEXAS
1584,858,1,0,CALIFORNIA
1585,2144,72,62,CALIFORNIA
1586,2486,1,62,TEXAS
1587,16221,1,0,MICHIGAN
1588,1811,1,62,TEXAS
1589,2620,21,62,ARIZONA
1590,1496,9,62,ARIZONA
1591,2230,5,62,TEXAS
1592,2182,26,60,TEXAS
1593,1691,11,62,ARIZONA
1594,387,22,62,ARIZONA
1595,2438,52,62,TEXAS
1596,2002,1,60,FLORIDA
1597,1934,4,62,ARIZONA
1598,2073,4,62,TEXAS
1599,1807,3,60,CALIFORNIA
1600,655,1,60,TEXAS
1601,1691,11,62,ARIZONA
1602,2806,1,62,CALIFORNIA
1603,1496,9,62,ARIZONA
1604,2142,6,62,ARIZONA
1605,655,10,62,TEXAS
1606,2214,3,62,ARIZONA
1607,1691,1,62,ARIZONA
1608,387,21,62,ARIZONA
1609,2144,72,62,CALIFORNIA
1610,387,5,62,ARIZONA
1611,387,7,62,ARIZONA
1612,2620,18,62,ARIZONA
1614,387,24,62,ARIZONA
1615,2230,1,62,TEXAS
1616,2002,1,60,FLORIDA
1618,1807,3,60,CALIFORNIA
1619,2950,2,9,TEXAS
1620,2786,14,62,MICHIGAN
1621,1807,2,9,CALIFORNIA
1622,2438,11,62,TEXAS
1623,11055,1,0,MICHIGAN
1624,2438,11,62,TEXAS
1625,1775,7,62,CALIFORNIA
1626,3909,1,62,MICHIGAN
1627,387,20,62,ARIZONA
1629,10858,1,0,ARIZONA
1630,2789,1,60,ARIZONA
1631,16337,1,0,ARIZONA
1632,2674,21,60,CALIFORNIA
1633,387,1,62,ARIZONA
1634,402,1,0,TEXAS
1635,1662,1,0,ARIZONA
1636,11006,1,0,TEXAS
1637,4514,1,0,ARIZONA
1638,2474,1,0,ARIZONA
1639,4117,1,0,ARIZONA
1640,1775,13,11,CALIFORNIA
1641,541,1,0,CALIFORNIA
1642,91,1,0,CALIFORNIA
1643,230,1,0,CALIFORNIA
1644,11870,1,0,TEXAS
1645,2806,1,62,CALIFORNIA
1646,1360,1,62,ARIZONA
1647,2144,48,62,CALIFORNIA
1648,387,9,62,ARIZONA
1649,985,25,62,ARIZONA
1650,509,1,0,TEXAS
1651,387,13,62,ARIZONA
1652,2972,21,62,TEXAS
1653,16337,1,0,ARIZONA
1654,1412,10,9,TEXAS
1655,387,6,62,ARIZONA
1656,387,7,62,ARIZONA
1657,389,11,60,ARIZONA
1658,2620,18,62,ARIZONA
1659,208,14,62,TEXAS
1660,387,17,62,ARIZONA
1661,2972,21,62,TEXAS
1662,2238,1,0,TEXAS
1663,1145,5,62,TEXAS
1664,11048,1,0,ARIZONA
1665,2312,12,62,ARIZONA
1666,985,1,62,ARIZONA
1667,2438,33,62,TEXAS
1668,1871,1,62,ARIZONA
1669,2486,7,62,TEXAS
1670,387,26,62,ARIZONA
1671,509,1,0,TEXAS
1672,1496,9,62,ARIZONA
1673,1869,1,62,CALIFORNIA
1674,387,3,62,ARIZONA
1675,387,25,62,ARIZONA
1676,10612,1,0,ARIZONA
1677,168,4,62,ARIZONA
1678,2061,7,62,TEXAS
1679,2312,3,62,ARIZONA
1680,2486,4,62,TEXAS
1681,1375,1,83,ARIZONA
1682,1152,1,0,CALIFORNIA
1683,3911,2,60,MICHIGAN
1684,1691,11,30,ARIZONA
1685,387,24,30,ARIZONA
1686,389,1,60,ARIZONA
1687,2144,31,62,CALIFORNIA
1688,75465,1,0,ARIZONA
1689,2841,2,66,TEXAS
1690,185,1,66,CALIFORNIA
1691,11012,1,0,ARIZONA
1692,1891,2,62,TEXAS
1695,1819,11,60,TEXAS
1696,2142,6,62,ARIZONA
1697,2073,4,62,TEXAS
1698,1709,21,62,TEXAS
1699,1775,23,9,CALIFORNIA
1700,10613,1,0,ARIZONA
1701,410,8,9,TEXAS
1702,2674,21,60,CALIFORNIA
1703,2914,1,62,CALIFORNIA
1705,2059,6,62,CALIFORNIA
1706,64,1,62,CALIFORNIA
1707,1869,5,60,CALIFORNIA
1708,2438,12,62,TEXAS
1709,2144,48,62,CALIFORNIA
1710,2701,11,9,ARIZONA
1711,10214,1,0,ARIZONA
1712,1693,1,60,TEXAS
1713,1691,11,62,ARIZONA
1714,387,21,62,ARIZONA
1715,1891,22,32,TEXAS
1716,2144,71,62,CALIFORNIA
1717,1001,1,60,TEXAS
1718,387,26,30,ARIZONA
1719,1691,1,62,ARIZONA
1720,2620,21,32,ARIZONA
1721,387,5,62,ARIZONA
1722,387,26,30,ARIZONA
1723,387,9,30,ARIZONA
1724,15190,1,0,ARIZONA
1725,2014,31,62,TEXAS
1726,387,2,62,ARIZONA
1727,985,21,62,ARIZONA
1728,2144,73,62,CALIFORNIA
1729,646,2,62,MICHIGAN
1730,274,1,9,TEXAS
1731,387,23,62,ARIZONA
1732,387,7,62,ARIZONA
1733,10757,1,0,TEXAS
